Cidade,UF,Capital,Área,Pop. 2010 (hab),Pop. 2019 (hab),Dens. demo. 2010 (hab/km2),Dens. demo. 2019 (hab/km2),IDHM 2010,PIB per capita 2017 (R$),Fundação
Campo Bonito,Paraná,não,433.832,4407,3833,10.16,8.84,0.681,36377.87,
Morretes,Paraná,não,684.580,15717,16406,22.96,23.97,0.686,18943.71,
Piên,Paraná,não,254.792,11236,12746,44.10,50.03,0.694,59820.33,
Munhoz de Melo,Paraná,não,137.018,3672,3984,26.80,29.08,0.726,24217.85,
Campina da Lagoa,Paraná,não,796.614,15390,14202,19.32,17.83,0.704,26185.22,
Ubiratã,Paraná,não,652.581,21554,21013,33.03,32.2,0.739,39748.78,
Roncador,Paraná,não,742.121,11539,9849,15.55,13.27,0.681,34574.47,
Antonina,Paraná,não,882.317,18890,18980,21.41,21.51,0.687,26612.85,
Jaguapitã,Paraná,não,475.004,12226,13620,25.74,28.67,0.715,57803.62,
Ibiporã,Paraná,não,297.742,48198,54558,161.88,183.24,0.726,45682.17,
Ibaiti,Paraná,não,897.736,28754,31364,32.03,34.94,0.710,20872.41,
Palmeira,Paraná,não,1470.072,32400,33877,22.04,23.04,0.718,42067.94,
Porto Amazonas,Paraná,não,186.581,4513,4848,24.19,25.98,0.700,24882.00,
Quatro Barras,Paraná,não,180.471,19851,23559,110.00,130.54,0.742,63752.50,
Iguatu,Paraná,não,106.937,2233,2256,20.89,21.1,0.703,24624.68,
Itaipulândia,Paraná,não,330.846,9015,11176,27.25,33.78,0.738,32885.81,
Pinhal de São Bento,Paraná,não,97.463,2624,2731,26.93,28.02,0.695,18125.93,
Ramilândia,Paraná,não,237.196,4134,4451,17.43,18.77,0.630,18398.78,
Tunas do Paraná,Paraná,não,668.478,6256,8769,9.36,13.12,0.611,14312.00,
Guairaçá,Paraná,não,493.940,6198,6581,12.55,13.32,0.693,44942.79,
Miraselva,Paraná,não,90.294,1861,1806,20.62,20.0,0.748,23899.40,
Nova Aliança do Ivaí,Paraná,não,131.272,1430,1543,10.90,11.75,0.717,29890.37,
Planalto,Paraná,não,346.241,13673,13479,39.49,38.93,0.706,22378.16,
Amaporã,Paraná,não,384.735,5444,6257,14.15,16.26,0.669,19291.80,
Planaltina do Paraná,Paraná,não,356.192,4096,4263,11.50,11.97,0.705,24561.57,
Realeza,Paraná,não,353.416,16338,16922,46.23,47.88,0.722,33769.16,
Mirador,Paraná,não,221.708,2327,2213,10.50,9.98,0.680,35340.83,
Campina Grande do Sul,Paraná,não,539.245,38771,43288,71.90,80.28,0.718,34853.56,
Capanema,Paraná,não,419.036,18542,19124,44.25,45.64,0.706,34042.42,
Cascavel,Paraná,não,2101.074,286229,328454,136.23,156.33,0.782,35590.04,
Contenda,Paraná,não,299.037,15890,18584,53.14,62.15,0.681,21138.39,
Florestópolis,Paraná,não,246.331,11222,10548,45.56,42.82,0.701,24273.36,
Guaíra,Paraná,não,563.742,30881,33119,54.78,58.75,0.724,26591.39,
Guaraniaçu,Paraná,não,1238.320,14736,12472,11.90,10.07,0.677,24970.16,
Marialva,Paraná,não,475.564,31957,35496,67.20,74.64,0.735,41387.71,
Pato Branco,Paraná,não,539.087,72372,82881,134.25,153.74,0.782,44590.78,
Santa Amélia,Paraná,não,78.045,3803,3324,48.73,42.59,0.653,21608.53,
Santo Antônio do Sudoeste,Paraná,não,325.651,18887,20166,58.00,61.93,0.671,25160.40,
São Sebastião da Amoreira,Paraná,não,227.982,8626,8853,37.84,38.83,0.715,21316.63,
Tijucas do Sul,Paraná,não,671.889,14539,16868,21.64,25.11,0.636,18714.12,
Honório Serpa,Paraná,não,502.235,5956,5211,11.86,10.38,0.683,33597.89,
Inajá,Paraná,não,194.704,2988,3109,15.35,15.97,0.705,18209.87,
Jaboti,Paraná,não,139.277,4902,5274,35.20,37.87,0.718,17588.36,
Palmital,Paraná,não,817.647,14864,13172,18.18,16.11,0.639,17234.25,
Rio Negro,Paraná,não,604.138,31276,34170,51.77,56.56,0.760,33081.89,
Uniflor,Paraná,não,94.819,2466,2605,26.01,27.47,0.720,25444.14,
Guamiranga,Paraná,não,244.795,7899,8739,32.27,35.7,0.669,31042.18,
Agudos do Sul,Paraná,não,192.261,8269,9371,43.01,48.74,0.660,20765.33,
Floresta,Paraná,não,158.226,5930,6774,37.48,42.81,0.736,30421.75,
Ivatuba,Paraná,não,96.661,3010,3259,31.14,33.72,0.766,31662.86,
Janiópolis,Paraná,não,335.650,6531,5245,19.46,15.63,0.696,24944.69,
Cafeara,Paraná,não,185.800,2694,2934,14.50,15.79,0.693,21175.91,
General Carneiro,Paraná,não,1071.183,13668,13710,12.76,12.8,0.652,24281.96,
Itaúna do Sul,Paraná,não,128.870,3582,2865,27.80,22.23,0.656,23756.86,
Ivaiporã,Paraná,não,431.502,31814,31984,73.73,74.12,0.730,23082.45,
Paiçandu,Paraná,não,171.379,35936,41281,209.69,240.88,0.716,21956.39,
Rancho Alegre,Paraná,não,167.646,3954,3808,23.59,22.71,0.707,25364.29,
Mangueirinha,Paraná,não,1055.458,17045,16714,16.15,15.84,0.688,76171.90,
Iguaraçu,Paraná,não,164.983,3982,4404,24.14,26.69,0.758,32385.15,
Santa Cecília do Pavão,Paraná,não,110.199,3646,3334,33.09,30.25,0.723,29336.66,
São Jorge d'Oeste,Paraná,não,379.545,9086,9050,23.94,23.84,0.722,26561.81,
Cafelândia,Paraná,não,271.724,14662,18120,53.96,66.69,0.748,78303.60,
Inácio Martins,Paraná,não,936.208,10944,11125,11.69,11.88,0.600,15482.85,
Marquinho,Paraná,não,509.632,4963,4405,9.74,8.64,0.614,16282.68,
Santo Antônio do Caiuá,Paraná,não,219.068,2727,2641,12.45,12.06,0.696,19129.99,
Vera Cruz do Oeste,Paraná,não,327.090,8972,8521,27.43,26.05,0.699,25548.81,
Bom Sucesso,Paraná,não,322.755,6561,7032,20.33,21.79,0.686,17496.48,
Califórnia,Paraná,não,141.817,8069,8570,56.90,60.43,0.722,19962.81,
Cândido de Abreu,Paraná,não,1510.160,16657,15018,11.03,9.94,0.629,18476.54,
Engenheiro Beltrão,Paraná,não,467.470,13907,14000,29.75,29.95,0.730,29312.64,
Paranacity,Paraná,não,348.631,10249,11472,29.40,32.91,0.717,32367.52,
Sabáudia,Paraná,não,190.329,6096,6827,32.03,35.87,0.740,68055.56,
São João do Caiuá,Paraná,não,304.413,5911,5855,19.42,19.23,0.664,23485.14,
Tamboara,Paraná,não,193.346,4663,5120,24.12,26.48,0.731,22386.69,
Wenceslau Braz,Paraná,não,397.916,19298,19414,48.50,48.79,0.687,25908.53,
Loanda,Paraná,não,722.496,21198,23086,29.34,31.95,0.725,23346.57,
Pérola d'Oeste,Paraná,não,205.279,6735,6347,32.81,30.92,0.726,23333.77,
Ampére,Paraná,não,298.349,17307,19152,58.01,64.19,0.709,30580.11,
Dois Vizinhos,Paraná,não,418.648,36179,40641,86.42,97.08,0.767,37879.33,
São Miguel do Iguaçu,Paraná,não,851.917,25787,27452,30.27,32.22,0.704,34330.47,
Araruna,Paraná,não,493.191,13419,13970,27.21,28.33,0.704,34709.58,
Laranjeiras do Sul,Paraná,não,673.599,30844,32073,45.79,47.61,0.706,22558.53,
Mariluz,Paraná,não,433.170,10222,10345,23.60,23.88,0.639,19833.75,
Presidente Castelo Branco,Paraná,não,155.734,4784,5306,30.72,34.07,0.713,25399.06,
Renascença,Paraná,não,425.273,6812,6802,16.02,15.99,0.733,37998.74,
Santa Izabel do Oeste,Paraná,não,321.182,13133,14659,40.89,45.64,0.696,21724.08,
Vitorino,Paraná,não,308.218,6512,6838,21.13,22.19,0.702,44711.06,
Itaguajé,Paraná,não,190.373,4568,4466,24.00,23.46,0.707,22105.14,
Itambaracá,Paraná,não,207.342,6759,6582,32.60,31.74,0.694,20026.78,
Santa Cruz de Monte Castelo,Paraná,não,442.013,8093,7800,18.31,17.65,0.710,31161.62,
Guaraci,Paraná,não,211.680,5226,5502,24.69,25.99,0.698,20288.87,
Nossa Senhora das Graças,Paraná,não,185.769,3836,4008,20.65,21.58,0.709,17936.04,
Bom Jesus do Sul,Paraná,não,173.817,3792,3541,21.82,20.37,0.697,18872.02,
Conselheiro Mairinck,Paraná,não,204.705,3635,3860,17.76,18.86,0.707,25595.05,
Rondon,Paraná,não,555.125,8981,9579,16.18,17.26,0.713,26076.84,
Santa Inês,Paraná,não,138.481,1818,1596,13.13,11.53,0.717,28505.97,
Doutor Ulysses,Paraná,não,777.482,5698,5580,7.33,7.18,0.546,11713.09,
Terra Rica,Paraná,não,700.599,15224,16789,21.73,23.96,0.710,22592.17,
Jundiaí do Sul,Paraná,não,320.816,3432,3292,10.70,10.26,0.688,26361.55,
Querência do Norte,Paraná,não,914.763,11727,12206,12.82,13.34,0.688,17714.98,
Ipiranga,Paraná,não,927.087,14147,15172,15.26,16.37,0.652,31434.76,
Arapuã,Paraná,não,217.371,3551,3068,16.34,14.11,0.676,27038.42,
Corbélia,Paraná,não,529.384,16310,17071,30.81,32.25,0.738,33679.12,
Formosa do Oeste,Paraná,não,275.712,7540,6578,27.35,23.86,0.723,38917.18,
Imbaú,Paraná,não,330.703,11273,13111,34.09,39.65,0.622,16806.62,
Nova Tebas,Paraná,não,545.686,7399,5649,13.56,10.35,0.651,18923.85,
Paula Freitas,Paraná,não,421.409,5431,5873,12.89,13.94,0.717,46124.96,
Porecatu,Paraná,não,291.663,14189,12914,48.65,44.28,0.738,36908.27,
Porto Vitória,Paraná,não,213.013,4019,4065,18.87,19.08,0.685,15186.10,
São Jorge do Ivaí,Paraná,não,315.088,5517,5551,17.51,17.62,0.743,46094.19,
Guarapuava,Paraná,não,3168.087,170062,181504,53.68,57.29,0.731,31083.01,
Santa Fé,Paraná,não,276.241,10430,12037,37.76,43.57,0.705,22106.61,
Colorado,Paraná,não,403.263,22344,24012,55.41,59.54,0.730,26037.64,
Coronel Domingos Soares,Paraná,não,1562.848,7173,7497,4.59,4.8,0.600,23213.80,
Fernandes Pinheiro,Paraná,não,406.500,5930,5646,14.59,13.89,0.645,29553.88,
Itaperuçu,Paraná,não,320.578,24351,28634,75.96,89.32,0.637,15563.50,
Londrina,Paraná,não,1652.569,506545,569733,306.52,344.76,0.778,34444.56,
Campo Magro,Paraná,não,275.352,24842,29318,90.22,106.47,0.701,14750.91,
Jardim Olinda,Paraná,não,128.515,1408,1331,10.96,10.36,0.682,30290.64,
Paranapoema,Paraná,não,175.875,2791,3203,15.87,18.21,0.709,21161.32,
Altônia,Paraná,não,661.560,20514,22056,31.01,33.34,0.721,16344.94,
Carambeí,Paraná,não,649.680,19165,23415,29.50,36.04,0.728,57644.15,
Cruzmaltina,Paraná,não,312.299,3160,2950,10.12,9.45,0.666,32661.52,
Diamante do Norte,Paraná,não,242.887,5515,5087,22.71,20.94,0.723,56813.22,
Japurá,Paraná,não,165.185,8548,9425,51.75,57.06,0.712,24924.78,
Porto Barreiro,Paraná,não,361.020,3664,3237,10.15,8.97,0.688,24991.50,
Tamarana,Paraná,não,472.155,12261,14797,25.97,31.34,0.621,19679.84,
Alvorada do Sul,Paraná,não,424.250,10283,11406,24.24,26.89,0.708,22182.29,
Astorga,Paraná,não,434.792,24696,26111,56.80,60.05,0.747,27526.81,
Barracão,Paraná,não,171.402,9732,10275,56.78,59.95,0.706,22298.89,
Bituruna,Paraná,não,1228.285,16053,16389,13.07,13.34,0.667,19877.69,
Boa Esperança,Paraná,não,302.739,4498,4105,14.86,13.56,0.720,44481.26,
Borrazópolis,Paraná,não,334.378,7877,6592,23.56,19.71,0.717,22841.29,
Centenário do Sul,Paraná,não,371.834,11188,10827,30.09,29.12,0.668,19821.67,
Chopinzinho,Paraná,não,959.692,19683,19254,20.51,20.06,0.740,31544.26,
Coronel Vivida,Paraná,não,684.417,21750,20734,31.78,30.29,0.723,28929.05,
Cruz Machado,Paraná,não,1478.350,18035,18708,12.20,12.65,0.664,18273.85,
Doutor Camargo,Paraná,não,118.279,5827,5979,49.27,50.55,0.746,24546.69,
Enéas Marques,Paraná,não,192.203,6102,5961,31.75,31.01,0.752,37999.26,
Faxinal,Paraná,não,715.943,16316,17251,22.79,24.1,0.687,23927.00,
Francisco Beltrão,Paraná,não,735.111,78943,91093,107.39,123.92,0.774,34693.79,
Indianópolis,Paraná,não,122.622,4299,4457,35.06,36.35,0.724,118802.51,
Itapejara d'Oeste,Paraná,não,254.014,10531,11964,41.46,47.1,0.731,45479.25,
Jandaia do Sul,Paraná,não,187.600,20268,21176,108.04,112.88,0.747,30795.83,
Japira,Paraná,não,188.287,4902,4994,26.04,26.52,0.696,19899.73,
Leópolis,Paraná,não,344.918,4145,3954,12.02,11.46,0.707,29972.47,
Mandaguaçu,Paraná,não,294.019,19781,22819,67.28,77.61,0.718,24697.75,
Marilândia do Sul,Paraná,não,384.424,8864,8836,23.06,22.99,0.691,32671.48,
Nova Cantu,Paraná,não,555.488,7426,5302,13.37,9.54,0.658,29417.79,
Nova Esperança,Paraná,não,401.587,26613,27904,66.27,69.48,0.722,27235.34,
Nova Fátima,Paraná,não,283.423,8148,8153,28.75,28.77,0.688,35741.89,
Ortigueira,Paraná,não,2429.564,23372,22141,9.62,9.11,0.609,76830.22,
Paranavaí,Paraná,não,1202.266,81585,88374,67.86,73.51,0.763,30150.97,
Paulo Frontin,Paraná,não,369.862,6912,7354,18.69,19.88,0.708,40103.46,
Peabiru,Paraná,não,468.594,13622,13996,29.07,29.87,0.723,22581.35,
Pinhalão,Paraná,não,220.625,6215,6326,28.17,28.67,0.697,26626.52,
Quinta do Sol,Paraná,não,326.177,5088,4573,15.60,14.02,0.715,32707.03,
Salgado Filho,Paraná,não,189.315,4403,3580,23.26,18.91,0.700,24767.31,
Santo Inácio,Paraná,não,306.871,5268,5438,17.17,17.72,0.739,57856.43,
Sertaneja,Paraná,não,444.492,5818,5284,13.09,11.89,0.725,44957.55,
Terra Roxa,Paraná,não,800.807,16760,17481,20.93,21.83,0.714,34816.63,
Toledo,Paraná,não,1196.756,119292,140635,99.68,117.51,0.768,43746.10,
Floraí,Paraná,não,191.133,5049,4929,26.42,25.79,0.745,29967.17,
Nova Esperança do Sudoeste,Paraná,não,208.472,5097,5046,24.45,24.2,0.714,21013.07,
Pinhão,Paraná,não,2001.588,30203,32391,15.09,16.18,0.654,45373.12,
Pitangueiras,Paraná,não,123.229,2814,3224,22.84,26.16,0.710,27905.71,
Quedas do Iguaçu,Paraná,não,821.503,30600,34103,37.25,41.51,0.681,38741.67,
Juranda,Paraná,não,354.364,7742,7340,21.85,20.71,0.708,40018.25,
São Carlos do Ivaí,Paraná,não,225.079,6353,6878,28.23,30.56,0.682,43486.53,
Arapoti,Paraná,não,1360.493,25849,28115,19.00,20.67,0.723,39092.54,
Barra do Jacaré,Paraná,não,115.724,2726,2781,23.56,24.03,0.744,27826.91,
Lunardelli,Paraná,não,199.213,5159,4794,25.90,24.06,0.690,17062.82,
Pontal do Paraná,Paraná,não,200.410,20976,27284,104.67,136.14,0.738,22756.68,
São João do Ivaí,Paraná,não,353.331,11525,10219,32.62,28.92,0.693,24906.20,
Ariranha do Ivaí,Paraná,não,239.562,2453,2108,10.24,8.8,0.670,34323.16,
Bela Vista da Caroba,Paraná,não,148.107,3945,3511,26.64,23.71,0.681,17539.59,
Diamante D'Oeste,Paraná,não,309.110,5026,5253,16.26,16.99,0.644,18304.71,
Esperança Nova,Paraná,não,138.560,1970,1698,14.22,12.25,0.689,22371.49,
Manfrinópolis,Paraná,não,216.415,3127,2571,14.45,11.88,0.645,19311.55,
Rio Branco do Ivaí,Paraná,não,382.329,3899,4096,10.20,10.71,0.640,18139.88,
Boa Vista da Aparecida,Paraná,não,256.297,7911,7591,30.87,29.62,0.670,17034.22,
Flor da Serra do Sul,Paraná,não,238.907,4725,4624,19.78,19.35,0.682,24763.20,
Cruzeiro do Sul,Paraná,não,259.103,4562,4469,17.61,17.25,0.713,43021.29,
Rolândia,Paraná,não,459.024,57859,66580,126.05,145.05,0.739,40154.99,
São Pedro do Paraná,Paraná,não,250.654,2491,2313,9.94,9.23,0.704,26978.86,
Ilha de Itamaracá,Pernambuco,não,66.770,21911,26258,328.17,393.26,0.653,9282.99,
Santa Terezinha,Pernambuco,não,200.320,11257,11815,56.20,58.98,0.593,6974.99,
Terezinha,Pernambuco,não,151.450,6736,7169,44.48,47.34,0.545,7221.42,
Inajá,Pernambuco,não,1168.158,18854,23247,16.14,19.9,0.523,6810.08,
Sirinhaém,Pernambuco,não,374.321,40265,45865,107.57,122.53,0.597,10654.16,
São Lourenço da Mata,Pernambuco,não,262.106,102894,113230,392.57,432.0,0.653,9877.95,
Paranatama,Pernambuco,não,185.371,8832,11523,47.65,62.16,0.537,21198.81,
Garanhuns,Pernambuco,não,458.552,129407,139788,282.21,304.85,0.664,16899.40,
Itambé,Pernambuco,não,304.006,35304,36447,116.13,119.89,0.575,13627.75,
Paudalho,Pernambuco,não,274.776,50850,56506,185.06,205.64,0.639,13557.29,
Calçado,Pernambuco,não,121.945,11125,11053,91.23,90.64,0.566,8169.64,
Brejão,Pernambuco,não,159.786,8844,8993,55.35,56.28,0.547,18766.23,
Brejinho,Pernambuco,não,106.276,7306,7487,68.75,70.45,0.574,6932.93,
Terra Nova,Pernambuco,não,318.709,9226,10096,28.95,31.68,0.599,6459.95,
Ipubi,Pernambuco,não,693.914,22649,30854,32.64,44.46,0.550,8840.26,
Jataúba,Pernambuco,não,714.601,16814,17150,23.53,24.0,0.530,6992.84,
São José do Egito,Pernambuco,não,794.144,31638,33951,39.84,42.75,0.635,10766.20,
Jupi,Pernambuco,não,104.994,13704,14836,130.53,141.3,0.575,10424.40,
Mirandiba,Pernambuco,não,821.676,14305,15390,17.41,18.73,0.591,10217.05,
Olinda,Pernambuco,não,41.300,374325,392482,9063.58,9503.2,0.735,13917.85,
Recife,Pernambuco,sim,218.843,1540575,1645727,7039.64,7520.13,0.772,31743.72,
Gravatá,Pernambuco,não,503.946,76030,84074,150.87,166.83,0.634,12841.62,
Betânia,Pernambuco,não,1244.074,12005,12719,9.65,10.22,0.559,7104.89,
Venturosa,Pernambuco,não,335.482,16790,18482,50.05,55.09,0.592,11372.84,
Orocó,Pernambuco,não,554.760,13181,14991,23.76,27.02,0.610,10168.41,
Lagoa do Ouro,Pernambuco,não,198.762,12132,13145,61.04,66.13,0.525,8631.01,
Verdejante,Pernambuco,não,476.039,9139,9534,19.20,20.03,0.605,6824.88,
Ipojuca,Pernambuco,não,521.801,79825,96204,152.98,184.37,0.619,115089.32,
Calumbi,Pernambuco,não,179.314,5648,5750,31.50,32.07,0.571,8282.63,
Limoeiro,Pernambuco,não,273.739,55440,56250,202.53,205.49,0.663,13243.97,
Timbaúba,Pernambuco,não,287.683,53114,53022,184.63,184.31,0.618,12189.92,
São José da Coroa Grande,Pernambuco,não,69.184,18139,21298,262.19,307.85,0.608,11978.44,
Tuparetama,Pernambuco,não,178.570,7924,8202,44.38,45.93,0.634,9276.87,
Pesqueira,Pernambuco,não,980.876,62001,67395,63.21,68.71,0.610,10346.33,
Itaíba,Pernambuco,não,1061.694,25692,26349,24.20,24.82,0.510,7775.23,
Floresta,Pernambuco,não,3644.169,29299,32873,8.04,9.02,0.626,12708.42,
São Bento do Una,Pernambuco,não,719.148,53238,59504,74.03,82.74,0.593,16201.53,
Jaboatão dos Guararapes,Pernambuco,não,258.724,644693,702298,2491.82,2714.47,0.717,19463.25,
Goiana,Pernambuco,não,445.886,67203,79758,150.72,178.88,0.651,115419.25,
Serra Talhada,Pernambuco,não,2980.007,79238,86350,26.59,28.98,0.661,15628.85,
Vitória de Santo Antão,Pernambuco,não,335.942,117176,138757,348.80,413.04,0.640,26835.27,
Belém do São Francisco,Pernambuco,não,1830.797,20248,20729,11.06,11.32,0.642,9832.53,
Camaragibe,Pernambuco,não,51.257,144465,157828,2818.46,3079.15,0.692,11238.05,
São Benedito do Sul,Pernambuco,não,160.477,13940,15895,86.87,99.05,0.530,6131.66,
Tacaratu,Pernambuco,não,1264.532,22066,25765,17.45,20.38,0.573,6726.64,
Abreu e Lima,Pernambuco,não,126.193,94428,99990,748.29,792.36,0.679,20164.90,
Itapissuma,Pernambuco,não,74.235,23769,26651,320.19,359.01,0.633,53081.09,
Ouricuri,Pernambuco,não,2381.570,63254,69459,26.56,29.17,0.572,8903.41,
Sertânia,Pernambuco,não,2421.527,33780,35907,13.95,14.83,0.613,7811.04,
Bezerros,Pernambuco,não,492.632,58884,60798,119.53,123.41,0.606,11752.51,
Caruaru,Pernambuco,não,920.610,314913,361118,342.07,392.26,0.677,19311.06,
Panelas,Pernambuco,não,380.428,26302,26474,69.14,69.59,0.569,6653.80,
Bom Jardim,Pernambuco,não,218.433,37022,39184,169.49,179.39,0.602,8712.58,
Lajedo,Pernambuco,não,189.096,36627,40288,193.70,213.06,0.611,11311.51,
Quipapá,Pernambuco,não,230.617,24187,26037,104.88,112.9,0.552,6795.09,
Moreilândia,Pernambuco,não,404.287,11125,11270,27.52,27.88,0.600,7213.34,
Bonito,Pernambuco,não,390.107,37044,38134,94.96,97.75,0.561,10589.81,
Taquaritinga do Norte,Pernambuco,não,475.184,24904,28775,52.41,60.56,0.641,9342.40,
Águas Belas,Pernambuco,não,885.988,40232,43443,45.41,49.03,0.526,7761.24,
Escada,Pernambuco,não,342.201,62646,68875,183.07,201.27,0.632,12758.47,
Brejo da Madre de Deus,Pernambuco,não,762.346,45176,50742,59.26,66.56,0.562,7044.61,
Buíque,Pernambuco,não,1320.870,51751,58378,39.18,44.2,0.527,7124.99,
Tabira,Pernambuco,não,388.005,26427,28534,68.11,73.54,0.605,8799.75,
Afrânio,Pernambuco,não,1490.594,17589,19635,11.80,13.17,0.588,8559.79,
Água Preta,Pernambuco,não,533.332,33093,36771,62.05,68.95,0.553,6595.33,
Joaquim Nabuco,Pernambuco,não,121.901,15772,16023,129.39,131.44,0.554,7846.35,
Angelim,Pernambuco,não,118.037,10201,11150,86.43,94.46,0.572,10317.29,
Santa Maria da Boa Vista,Pernambuco,não,3000.774,39430,41931,13.14,13.97,0.590,12400.27,
Palmares,Pernambuco,não,339.291,59525,63250,175.44,186.42,0.622,13271.65,
Rio Formoso,Pernambuco,não,227.458,22152,23535,97.39,103.47,0.613,11118.74,
Bodocó,Pernambuco,não,1621.786,35273,38146,21.75,23.52,0.565,6541.69,
Triunfo,Pernambuco,não,191.518,15005,15254,78.35,79.65,0.670,9123.93,
Lagoa Grande,Pernambuco,não,1850.070,22774,25601,12.31,13.84,0.597,12955.88,
São José do Belmonte,Pernambuco,não,1474.086,32621,33959,22.13,23.04,0.610,7592.39,
Altinho,Pernambuco,não,452.523,22255,22972,49.18,50.76,0.598,6724.28,
Afogados da Ingazeira,Pernambuco,não,377.696,35087,37259,92.90,98.65,0.657,10945.33,
Amaraji,Pernambuco,não,234.956,21937,22829,93.37,97.16,0.580,9225.60,
Parnamirim,Pernambuco,não,2609.548,20328,22010,7.79,8.43,0.599,7667.27,
Petrolândia,Pernambuco,não,1056.592,32490,36548,30.75,34.59,0.623,29865.53,
Cabo de Santo Agostinho,Pernambuco,não,445.343,183628,207048,412.33,464.92,0.686,48689.25,
Glória do Goitá,Pernambuco,não,231.832,29018,30604,125.17,132.01,0.604,15746.87,
Casinhas,Pernambuco,não,115.868,13766,14341,118.81,123.77,0.567,6320.88,
Manari,Pernambuco,não,344.725,16395,21434,47.56,62.18,0.487,5644.08,
Araçoiaba,Pernambuco,não,96.381,18156,20524,188.38,212.95,0.592,6859.40,
Barreiros,Pernambuco,não,233.433,40743,42659,174.54,182.75,0.586,10125.96,
Pedra,Pernambuco,não,921.477,24032,22617,26.08,24.54,0.567,10837.37,
Fernando de Noronha,Pernambuco,não,18.609,2876,3061,154.55,164.49,0.788,50899.37,
Iati,Pernambuco,não,635.137,18361,19197,28.91,30.22,0.528,7781.42,
Correntes,Pernambuco,não,317.793,16843,18207,53.00,57.29,0.536,8348.02,
Aliança,Pernambuco,não,272.773,37413,38386,137.16,140.73,0.604,8196.61,
Paulista,Pernambuco,não,96.979,299438,331774,3087.66,3421.09,0.732,12240.33,
Exu,Pernambuco,não,1336.786,31614,31825,23.65,23.81,0.576,7493.64,
Agrestina,Pernambuco,não,200.581,22581,24885,112.58,124.06,0.592,10074.04,
Araripina,Pernambuco,não,2037.394,83207,84418,40.84,41.43,0.602,11790.02,
Arcoverde,Pernambuco,não,323.370,63396,74338,196.05,229.89,0.667,13278.18,
